,name,ensg,type
49477,Grm4,ENSMUSG00000063239,protein_coding
50126,Olfr133,ENSMUSG00000063240,protein_coding
15339,Zfp993,ENSMUSG00000063245,protein_coding
39552,Krtap4-1,ENSMUSG00000063251,protein_coding
19430,Gm4744,ENSMUSG00000063252,protein_coding
30873,Scoc,ENSMUSG00000063253,protein_coding
46729,Syt10,ENSMUSG00000063260,protein_coding
46234,Parp10,ENSMUSG00000063268,protein_coding
10499,Naa15,ENSMUSG00000063273,protein_coding
3739,Hacd1,ENSMUSG00000063275,protein_coding
32084,Gm10128,ENSMUSG00000063277,protein_coding
52931,Zfp35,ENSMUSG00000063281,protein_coding
46789,Tmem117,ENSMUSG00000063296,protein_coding
24217,Luzp2,ENSMUSG00000063297,protein_coding
22751,Psg20,ENSMUSG00000063305,protein_coding
39686,Rpl27,ENSMUSG00000063316,protein_coding
26036,Usp31,ENSMUSG00000063317,protein_coding
28312,1190007I07Rik,ENSMUSG00000063320,protein_coding
28863,Krr1,ENSMUSG00000063334,protein_coding
35105,Olfr874,ENSMUSG00000063350,protein_coding
46267,Slc39a4,ENSMUSG00000063354,protein_coding
47416,Mapk1,ENSMUSG00000063358,protein_coding
29834,Alg11,ENSMUSG00000063362,protein_coding
6395,3300002I08Rik,ENSMUSG00000063364,protein_coding
29276,Olfr763,ENSMUSG00000063374,protein_coding
13906,Ifna13,ENSMUSG00000063376,protein_coding
35201,Olfr945,ENSMUSG00000063380,protein_coding
35398,Bcl9l,ENSMUSG00000063382,protein_coding
49173,Zfp947,ENSMUSG00000063383,protein_coding
37981,Olfr1387,ENSMUSG00000063386,protein_coding
25068,Olfr293,ENSMUSG00000063394,protein_coding
17578,Tmed5,ENSMUSG00000063406,protein_coding
18090,Lrrc43,ENSMUSG00000063409,protein_coding
34388,Stk24,ENSMUSG00000063410,protein_coding
30053,Gm10131,ENSMUSG00000063412,protein_coding
20540,Cyp26b1,ENSMUSG00000063415,protein_coding
27356,Ddo,ENSMUSG00000063428,protein_coding
17755,Wscd2,ENSMUSG00000063430,protein_coding
55270,Sorcs3,ENSMUSG00000063434,protein_coding
23127,B9d2,ENSMUSG00000063439,protein_coding
47203,Nmral1,ENSMUSG00000063445,protein_coding
13445,Plppr1,ENSMUSG00000063446,protein_coding
17567,Ube2d2b,ENSMUSG00000063447,protein_coding
43984,Syne2,ENSMUSG00000063450,protein_coding
19360,D630045J12Rik,ENSMUSG00000063455,protein_coding
28163,Rps15,ENSMUSG00000063457,protein_coding
32329,Lrmda,ENSMUSG00000063458,protein_coding
21641,Tas2r114,ENSMUSG00000063478,protein_coding
46507,Snu13,ENSMUSG00000063480,protein_coding
37240,Zkscan7,ENSMUSG00000063488,protein_coding
32553,Arhgap22,ENSMUSG00000063506,protein_coding
6376,Gm1330,ENSMUSG00000063507,protein_coding
24001,Snrnp70,ENSMUSG00000063511,protein_coding
46162,Ly6m,ENSMUSG00000063522,protein_coding
15470,Eno1,ENSMUSG00000063524,protein_coding
41334,Stmnd1,ENSMUSG00000063529,protein_coding
15839,Sema3e,ENSMUSG00000063531,protein_coding
22245,Zfp773,ENSMUSG00000063535,protein_coding
38242,Olfr322,ENSMUSG00000063549,protein_coding
25386,Nup98,ENSMUSG00000063550,protein_coding
877,Aox1,ENSMUSG00000063558,protein_coding
38054,Col23a1,ENSMUSG00000063564,protein_coding
19805,Jazf1,ENSMUSG00000063568,protein_coding
50312,Klhdc3,ENSMUSG00000063576,protein_coding
25586,Olfr666,ENSMUSG00000063582,protein_coding
1641,Olfr1410,ENSMUSG00000063583,protein_coding
54356,Slc22a28,ENSMUSG00000063590,protein_coding
22691,Gng8,ENSMUSG00000063594,protein_coding
10160,Egfem1,ENSMUSG00000063600,protein_coding
31185,Ccdc102a,ENSMUSG00000063605,protein_coding
25515,Olfr64,ENSMUSG00000063615,protein_coding
30000,Unc5d,ENSMUSG00000063626,protein_coding
43283,Sox11,ENSMUSG00000063632,protein_coding
16355,Jakmip1,ENSMUSG00000063646,protein_coding
23109,Cnfn,ENSMUSG00000063651,protein_coding
38130,Slc22a21,ENSMUSG00000063652,protein_coding
16906,Gm10135,ENSMUSG00000063656,protein_coding
3092,Zbtb18,ENSMUSG00000063659,protein_coding
50069,Olfr98,ENSMUSG00000063660,protein_coding
47041,Krt73,ENSMUSG00000063661,protein_coding
8975,Brwd3,ENSMUSG00000063663,protein_coding
29870,Nkx6-3,ENSMUSG00000063672,protein_coding
2345,Crb1,ENSMUSG00000063681,protein_coding
54574,Glyat,ENSMUSG00000063683,protein_coding
53177,Pcdhb5,ENSMUSG00000063687,protein_coding
11522,Hist2h2ab,ENSMUSG00000063689,protein_coding
19722,Cycs,ENSMUSG00000063694,protein_coding
55434,Sfxn4,ENSMUSG00000063698,protein_coding
46218,Mapk15,ENSMUSG00000063704,protein_coding
23886,Klk1b24,ENSMUSG00000063713,protein_coding
29334,Olfr816,ENSMUSG00000063715,protein_coding
45891,Tnfrsf11b,ENSMUSG00000063727,protein_coding
9658,Magea6,ENSMUSG00000063728,protein_coding
11635,Hsd3b2,ENSMUSG00000063730,protein_coding
27219,Rnf217,ENSMUSG00000063760,protein_coding
21688,Tas2r129,ENSMUSG00000063762,protein_coding
25772,Olfr508,ENSMUSG00000063764,protein_coding
46489,Chadl,ENSMUSG00000063765,protein_coding
11255,S100a7a,ENSMUSG00000063767,protein_coding
54613,Olfr1469,ENSMUSG00000063777,protein_coding
11850,Chil4,ENSMUSG00000063779,protein_coding
46854,Olfr282,ENSMUSG00000063780,protein_coding
7931,Utp14a,ENSMUSG00000063785,protein_coding
32303,Chchd1,ENSMUSG00000063787,protein_coding
54364,Slc22a8,ENSMUSG00000063796,protein_coding
14256,Prpf38a,ENSMUSG00000063800,protein_coding
24849,Ap3s2,ENSMUSG00000063801,protein_coding
22123,Hspbp1,ENSMUSG00000063802,protein_coding
27471,Lin28b,ENSMUSG00000063804,protein_coding
23601,Gpatch1,ENSMUSG00000063808,protein_coding
20568,Alms1,ENSMUSG00000063810,protein_coding
17011,Arl9,ENSMUSG00000063820,protein_coding
32317,Dupd1,ENSMUSG00000063821,protein_coding
26518,Olfr532,ENSMUSG00000063823,protein_coding
37986,Olfr1382,ENSMUSG00000063827,protein_coding
22090,Cdc42ep5,ENSMUSG00000063838,protein_coding
34706,Olfr862,ENSMUSG00000063842,protein_coding
5664,Olfr1276,ENSMUSG00000063844,protein_coding
42808,Gm21731,ENSMUSG00000063846,protein_coding
35698,Ppcdc,ENSMUSG00000063849,protein_coding
13671,Rnf183,ENSMUSG00000063851,protein_coding
36849,Gpx1,ENSMUSG00000063856,protein_coding
33164,Olfr1511,ENSMUSG00000063867,protein_coding
21385,Chd4,ENSMUSG00000063870,protein_coding
6312,Slc24a3,ENSMUSG00000063873,protein_coding
38749,Olfr376,ENSMUSG00000063881,protein_coding
14377,Uqcrh,ENSMUSG00000063882,protein_coding
20324,Ptcd3,ENSMUSG00000063884,protein_coding
10120,Nlgn1,ENSMUSG00000063887,protein_coding
50320,Rpl7l1,ENSMUSG00000063888,protein_coding
52663,Crem,ENSMUSG00000063889,protein_coding
40676,Zkscan8,ENSMUSG00000063894,protein_coding
33620,Nupl1,ENSMUSG00000063895,protein_coding
55564,CAAA01118383.1,ENSMUSG00000063897,protein_coding
30190,Adam26b,ENSMUSG00000063900,protein_coding
23894,Klk1,ENSMUSG00000063903,protein_coding
54161,Dpp3,ENSMUSG00000063904,protein_coding
41857,Gm10139,ENSMUSG00000063905,protein_coding
17876,Srrm4,ENSMUSG00000063919,protein_coding
14361,Cyp4a32,ENSMUSG00000063929,protein_coding
23584,Pepd,ENSMUSG00000063931,protein_coding
29989,Poteg,ENSMUSG00000063932,protein_coding
16894,Zar1,ENSMUSG00000063935,protein_coding
49543,Brpf3,ENSMUSG00000063952,protein_coding
27282,Amd2,ENSMUSG00000063953,protein_coding
11528,Hist2h2aa2,ENSMUSG00000063954,protein_coding
47010,Krt88,ENSMUSG00000063971,protein_coding
4423,Nr6a1,ENSMUSG00000063972,protein_coding
21864,Slco1a5,ENSMUSG00000063975,protein_coding
50102,Olfr120,ENSMUSG00000063994,protein_coding
40788,Vmn1r211,ENSMUSG00000063998,protein_coding
48231,Olfr190,ENSMUSG00000064006,protein_coding
37928,Dppa1,ENSMUSG00000064010,protein_coding
8082,Gm648,ENSMUSG00000064016,protein_coding
23845,Klk8,ENSMUSG00000064023,protein_coding
29259,Pym1,ENSMUSG00000064030,protein_coding
53794,Mro,ENSMUSG00000064036,protein_coding
16196,Gpn1,ENSMUSG00000064037,protein_coding
37281,Ccr1l1,ENSMUSG00000064039,protein_coding
38246,Olfr319,ENSMUSG00000064044,protein_coding
37992,Scgb3a1,ENSMUSG00000064057,protein_coding
48106,Dzip3,ENSMUSG00000064061,protein_coding
41995,BC048507,ENSMUSG00000064063,protein_coding
26783,Ipcef1,ENSMUSG00000064065,protein_coding
11169,Mtx1,ENSMUSG00000064068,protein_coding
20778,Fbln2,ENSMUSG00000064080,protein_coding
5280,Olfr1202,ENSMUSG00000064084,protein_coding
37676,Vrk2,ENSMUSG00000064090,protein_coding
55231,Cnnm2,ENSMUSG00000064105,protein_coding
23362,Hcst,ENSMUSG00000064109,protein_coding
35224,Olfr963,ENSMUSG00000064110,protein_coding
48307,Cadm2,ENSMUSG00000064115,protein_coding
50393,Mocs1,ENSMUSG00000064120,protein_coding
50065,Olfr96,ENSMUSG00000064121,protein_coding
29420,Prr36,ENSMUSG00000064125,protein_coding
7489,Med14,ENSMUSG00000064127,protein_coding
33541,Cenpj,ENSMUSG00000064128,protein_coding
8621,Gm14781,ENSMUSG00000064129,protein_coding
7822,Rhox8,ENSMUSG00000064137,protein_coding
42166,Fam172a,ENSMUSG00000064138,protein_coding
40877,Trim38,ENSMUSG00000064140,protein_coding
14564,Zfp69,ENSMUSG00000064141,protein_coding
36877,Arih2,ENSMUSG00000064145,protein_coding
49564,Rab44,ENSMUSG00000064147,protein_coding
17155,Prol1,ENSMUSG00000064156,protein_coding
24027,Izumo1,ENSMUSG00000064158,protein_coding
39538,Krt39,ENSMUSG00000064165,protein_coding
21069,Ghrl,ENSMUSG00000064177,protein_coding
22109,Tnnt1,ENSMUSG00000064179,protein_coding
28932,Rab3ip,ENSMUSG00000064181,protein_coding
23806,Zfp936,ENSMUSG00000064194,protein_coding
47042,Krt2,ENSMUSG00000064201,protein_coding
54838,4430402I18Rik,ENSMUSG00000064202,protein_coding
46801,Ano6,ENSMUSG00000064210,protein_coding
29817,Defa24,ENSMUSG00000064213,protein_coding
44594,Ifi27,ENSMUSG00000064215,protein_coding
11531,Hist2h2aa1,ENSMUSG00000064220,protein_coding
25669,Olfr694,ENSMUSG00000064223,protein_coding
39498,Gsdma3,ENSMUSG00000064224,protein_coding
36477,Paqr9,ENSMUSG00000064225,protein_coding
47027,Gm5414,ENSMUSG00000064232,protein_coding
2201,Chil1,ENSMUSG00000064246,protein_coding
17645,Plcxd1,ENSMUSG00000064247,protein_coding
38233,Olfr329-ps,ENSMUSG00000064252,protein_coding
23064,Ethe1,ENSMUSG00000064254,protein_coding
19879,Vmn1r13,ENSMUSG00000064259,protein_coding
19670,Gimap8,ENSMUSG00000064262,protein_coding
23058,Zfp428,ENSMUSG00000064264,protein_coding
18026,Hvcn1,ENSMUSG00000064267,protein_coding
1196,Gpbar1,ENSMUSG00000064272,protein_coding
15926,Ccdc146,ENSMUSG00000064280,protein_coding
46646,Cdpf1,ENSMUSG00000064284,protein_coding
40693,Hist1h4k,ENSMUSG00000064288,protein_coding
4641,Tank,ENSMUSG00000064289,protein_coding
20958,Cntn4,ENSMUSG00000064293,protein_coding
878,Aox3,ENSMUSG00000064294,protein_coding
1915,Clasp1,ENSMUSG00000064302,protein_coding
25373,Lrrc51,ENSMUSG00000064307,protein_coding
50047,2410137M14Rik,ENSMUSG00000064308,protein_coding
48150,Zpld1,ENSMUSG00000064310,protein_coding
30827,Hhip,ENSMUSG00000064325,protein_coding
44934,Siva1,ENSMUSG00000064326,protein_coding
4686,Scn1a,ENSMUSG00000064329,protein_coding
21795,Pde6h,ENSMUSG00000064330,protein_coding
35174,Olfr926,ENSMUSG00000064333,protein_coding
55455,mt-Nd1,ENSMUSG00000064341,protein_coding
55459,mt-Nd2,ENSMUSG00000064345,protein_coding
55465,mt-Co1,ENSMUSG00000064351,protein_coding
55468,mt-Co2,ENSMUSG00000064354,protein_coding
55470,mt-Atp8,ENSMUSG00000064356,protein_coding
55471,mt-Atp6,ENSMUSG00000064357,protein_coding
55472,mt-Co3,ENSMUSG00000064358,protein_coding
55474,mt-Nd3,ENSMUSG00000064360,protein_coding
55477,mt-Nd4,ENSMUSG00000064363,protein_coding
55481,mt-Nd5,ENSMUSG00000064367,protein_coding
55482,mt-Nd6,ENSMUSG00000064368,protein_coding
55484,mt-Cytb,ENSMUSG00000064370,protein_coding
45297,Selenop,ENSMUSG00000064373,protein_coding
55476,mt-Nd4l,ENSMUSG00000065947,protein_coding
29381,C330021F23Rik,ENSMUSG00000065952,protein_coding
29905,Tacc1,ENSMUSG00000065954,protein_coding
29800,Defa37,ENSMUSG00000065956,protein_coding
47352,Ifitm7,ENSMUSG00000065968,protein_coding
47319,Cpped1,ENSMUSG00000065979,protein_coding
29406,Cd209b,ENSMUSG00000065987,protein_coding
15595,Aurkaip1,ENSMUSG00000065990,protein_coding
15370,Zfp985,ENSMUSG00000065999,protein_coding
15371,Zfp979,ENSMUSG00000066000,protein_coding
15321,Zfp600,ENSMUSG00000066007,protein_coding
15319,Zfp987,ENSMUSG00000066009,protein_coding
15283,Dhrs3,ENSMUSG00000066026,protein_coding
44347,Gm10436,ENSMUSG00000066027,protein_coding
15256,Oog2,ENSMUSG00000066030,protein_coding
15242,Gm13023,ENSMUSG00000066031,protein_coding
15118,Ubr4,ENSMUSG00000066036,protein_coding
15028,Hnrnpr,ENSMUSG00000066037,protein_coding
14881,Med18,ENSMUSG00000066042,protein_coding
14878,Phactr4,ENSMUSG00000066043,protein_coding
14522,Cldn19,ENSMUSG00000066058,protein_coding
14494,Olfr1335,ENSMUSG00000066061,protein_coding
14349,Cyp4a12a,ENSMUSG00000066071,protein_coding
14357,Cyp4a10,ENSMUSG00000066072,protein_coding
14145,Insl5,ENSMUSG00000066090,protein_coding
14041,Cyp2j11,ENSMUSG00000066097,protein_coding
26635,Krtap5-1,ENSMUSG00000066100,protein_coding
26624,Gm10153,ENSMUSG00000066101,protein_coding
13984,Gm12666,ENSMUSG00000066107,protein_coding
26606,Muc5b,ENSMUSG00000066108,protein_coding
13870,Adamtsl1,ENSMUSG00000066113,protein_coding
26530,Olfr45,ENSMUSG00000066122,protein_coding
26485,Kndc1,ENSMUSG00000066129,protein_coding
13761,Gm11487,ENSMUSG00000066137,protein_coding
13749,Gm11232,ENSMUSG00000066141,protein_coding
13670,Prpf4,ENSMUSG00000066148,protein_coding
13669,Cdc26,ENSMUSG00000066149,protein_coding
13668,Slc31a1,ENSMUSG00000066150,protein_coding
13667,Fkbp15,ENSMUSG00000066151,protein_coding
13665,Slc31a2,ENSMUSG00000066152,protein_coding
13663,Mup21,ENSMUSG00000066153,protein_coding
13660,Mup3,ENSMUSG00000066154,protein_coding
26067,Cacng3,ENSMUSG00000066189,protein_coding
13412,Anks6,ENSMUSG00000066191,protein_coding
13318,Spag8,ENSMUSG00000066196,protein_coding
25962,Gpr139,ENSMUSG00000066197,protein_coding
13230,Arid3c,ENSMUSG00000066224,protein_coding
25818,Ipo7,ENSMUSG00000066232,protein_coding
37250,Tmem42,ENSMUSG00000066233,protein_coding
37205,Pomgnt2,ENSMUSG00000066235,protein_coding
25785,Olfr519,ENSMUSG00000066239,protein_coding
25783,Olfr517,ENSMUSG00000066240,protein_coding
25779,Olfr514,ENSMUSG00000066241,protein_coding
25716,Olfr467,ENSMUSG00000066242,protein_coding
48247,Olfr206,ENSMUSG00000066257,protein_coding
25550,Trim12a,ENSMUSG00000066258,protein_coding
25529,Olfr640,ENSMUSG00000066262,protein_coding
25528,Olfr639,ENSMUSG00000066263,protein_coding
25449,Olfr586,ENSMUSG00000066268,protein_coding
25438,Olfr575,ENSMUSG00000066269,protein_coding
25419,Olfr559,ENSMUSG00000066272,protein_coding
25418,Olfr33,ENSMUSG00000066273,protein_coding
18113,Vps37b,ENSMUSG00000066278,protein_coding
25385,Chrna10,ENSMUSG00000066279,protein_coding
25374,Numa1,ENSMUSG00000066306,protein_coding
36982,Rtp3,ENSMUSG00000066319,protein_coding
12795,Impad1,ENSMUSG00000066324,protein_coding
36873,Wdr6,ENSMUSG00000066357,protein_coding
44658,Tcl1b1,ENSMUSG00000066359,protein_coding
44628,Serpina3c,ENSMUSG00000066361,protein_coding
44631,Serpina3f,ENSMUSG00000066363,protein_coding
44627,Serpina3b,ENSMUSG00000066364,protein_coding
44612,Serpina1a,ENSMUSG00000066366,protein_coding
36815,Actl11,ENSMUSG00000066368,protein_coding
25007,Vmn2r65,ENSMUSG00000066372,protein_coding
24927,Gm10160,ENSMUSG00000066378,protein_coding
36752,Iqcf5,ENSMUSG00000066382,protein_coding
36750,Iqcf1,ENSMUSG00000066383,protein_coding
44377,Nrxn3,ENSMUSG00000066392,protein_coding
24777,Akap13,ENSMUSG00000066406,protein_coding
36606,Msl2,ENSMUSG00000066415,protein_coding
44089,Plekhd1,ENSMUSG00000066438,protein_coding
44056,Zfyve26,ENSMUSG00000066440,protein_coding
44054,Rdh11,ENSMUSG00000066441,protein_coding
36389,Mthfs,ENSMUSG00000066442,protein_coding
36256,Hmgn3,ENSMUSG00000066456,protein_coding
36176,Omt2a,ENSMUSG00000066463,protein_coding
23937,Izumo2,ENSMUSG00000066500,protein_coding
35893,Ankdd1a,ENSMUSG00000066510,protein_coding
23892,Klk1b5,ENSMUSG00000066512,protein_coding
23890,Klk1b4,ENSMUSG00000066513,protein_coding
23888,Klk1b3,ENSMUSG00000066515,protein_coding
23878,Klk1b21,ENSMUSG00000066516,protein_coding
23750,Vmn2r57,ENSMUSG00000066537,protein_coding
18805,Hmgb1,ENSMUSG00000066551,protein_coding
23571,Lsm14a,ENSMUSG00000066568,protein_coding
23568,4931406P16Rik,ENSMUSG00000066571,protein_coding
23555,Scgb1b27,ENSMUSG00000066583,protein_coding
23554,Scgb2b27,ENSMUSG00000066584,protein_coding
23549,Scgb2b26,ENSMUSG00000066586,protein_coding
3344,Flvcr1,ENSMUSG00000066595,protein_coding
35738,Insyn1,ENSMUSG00000066607,protein_coding
17642,Zfp932,ENSMUSG00000066613,protein_coding
18667,Tecpr1,ENSMUSG00000066621,protein_coding
42913,Ttc32,ENSMUSG00000066637,protein_coding
18612,Fbxl18,ENSMUSG00000066640,protein_coding
42912,Wdr35,ENSMUSG00000066643,protein_coding
3161,Lefty2,ENSMUSG00000066652,protein_coding
3043,Olfr220,ENSMUSG00000066671,protein_coding
3039,Olfr417,ENSMUSG00000066672,protein_coding
3008,Ifi208,ENSMUSG00000066677,protein_coding
18474,Pilrb2,ENSMUSG00000066682,protein_coding
18472,Pilrb1,ENSMUSG00000066684,protein_coding
35520,Zbtb16,ENSMUSG00000066687,protein_coding
15234,Gm13083,ENSMUSG00000066688,protein_coding
23165,Cyp2b19,ENSMUSG00000066704,protein_coding
35451,Fxyd6,ENSMUSG00000066705,protein_coding
49231,Cldn9,ENSMUSG00000066720,protein_coding
23063,Zfp575,ENSMUSG00000066721,protein_coding
18237,Vkorc1l1,ENSMUSG00000066735,protein_coding
35113,Olfr878,ENSMUSG00000066747,protein_coding
35111,Olfr145,ENSMUSG00000066748,protein_coding
35110,Olfr877,ENSMUSG00000066749,protein_coding
35107,Olfr876,ENSMUSG00000066750,protein_coding
2684,Tnfsf18,ENSMUSG00000066755,protein_coding
22727,Igfl3,ENSMUSG00000066756,protein_coding
22702,Psg16,ENSMUSG00000066760,protein_coding
22621,Obox3,ENSMUSG00000066772,protein_coding
2530,Zfp648,ENSMUSG00000066797,protein_coding
4390,Zbtb6,ENSMUSG00000066798,protein_coding
2516,Rnasel,ENSMUSG00000066800,protein_coding
22466,Vmn1r84,ENSMUSG00000066803,protein_coding
22464,Vmn1r83,ENSMUSG00000066804,protein_coding
34881,Gm10181,ENSMUSG00000066810,protein_coding
22176,Vmn2r28,ENSMUSG00000066820,protein_coding
22310,Vmn2r37,ENSMUSG00000066828,protein_coding
34841,Zfp810,ENSMUSG00000066829,protein_coding
22248,Zfp772,ENSMUSG00000066838,protein_coding
34824,Ecsit,ENSMUSG00000066839,protein_coding
2450,Hmcn1,ENSMUSG00000066842,protein_coding
22188,Vmn1r65,ENSMUSG00000066850,protein_coding
17980,Oas1g,ENSMUSG00000066861,protein_coding
17974,Oas1e,ENSMUSG00000066867,protein_coding
653,Nck2,ENSMUSG00000066877,protein_coding
51029,Gm10184,ENSMUSG00000066878,protein_coding
30681,Zfp617,ENSMUSG00000066880,protein_coding
34743,Fbxl12,ENSMUSG00000066892,protein_coding
17895,Vsig10,ENSMUSG00000066894,protein_coding
34726,Olfr18,ENSMUSG00000066896,protein_coding
34722,Olfr872,ENSMUSG00000066897,protein_coding
34718,Olfr870,ENSMUSG00000066899,protein_coding
17885,Suds3,ENSMUSG00000066900,protein_coding
34704,Olfr860,ENSMUSG00000066905,protein_coding
2143,Gm10188,ENSMUSG00000066936,protein_coding
50878,Gm10190,ENSMUSG00000066938,protein_coding
17783,Myo1h,ENSMUSG00000066952,protein_coding
17748,Tmem211,ENSMUSG00000066964,protein_coding
17717,Cryba4,ENSMUSG00000066975,protein_coding
26355,Bub3,ENSMUSG00000066979,protein_coding
1839,Serpinb7,ENSMUSG00000067001,protein_coding
1824,Serpinb5,ENSMUSG00000067006,protein_coding
17616,Vmn2r10,ENSMUSG00000067010,protein_coding
1752,Cntnap5b,ENSMUSG00000067028,protein_coding
55405,Rps12-ps3,ENSMUSG00000067038,protein_coding
48938,Unc93a,ENSMUSG00000067049,protein_coding
1631,Olfr1416,ENSMUSG00000067064,protein_coding
1611,Hes6,ENSMUSG00000067071,protein_coding
1578,Asb18,ENSMUSG00000067081,protein_coding
55309,Gm10197,ENSMUSG00000067085,protein_coding
42642,Gm10198,ENSMUSG00000067122,protein_coding
50298,Slc22a7,ENSMUSG00000067144,protein_coding
50287,Polr1c,ENSMUSG00000067148,protein_coding
17161,Jchain,ENSMUSG00000067149,protein_coding
50284,Xpo5,ENSMUSG00000067150,protein_coding
1350,Col4a4,ENSMUSG00000067158,protein_coding
24137,Mrgpra4,ENSMUSG00000067173,protein_coding
50125,Olfr132,ENSMUSG00000067186,protein_coding
9723,Eif1ax,ENSMUSG00000067194,protein_coding
55077,Frat1,ENSMUSG00000067199,protein_coding
50021,H2-M9,ENSMUSG00000067201,protein_coding
16929,Lrrc66,ENSMUSG00000067206,protein_coding
49966,H2-T23,ENSMUSG00000067212,protein_coding
9616,Usp51,ENSMUSG00000067215,protein_coding
16899,Nipal1,ENSMUSG00000067219,protein_coding
16896,Cnga1,ENSMUSG00000067220,protein_coding
55043,Cyp2c54,ENSMUSG00000067225,protein_coding
55031,Cyp2c66,ENSMUSG00000067229,protein_coding
55030,Cyp2c65,ENSMUSG00000067231,protein_coding
49921,H2-Q10,ENSMUSG00000067235,protein_coding
55012,Lgi1,ENSMUSG00000067242,protein_coding
14091,Foxd3,ENSMUSG00000067261,protein_coding
9494,Vmn1r239-ps,ENSMUSG00000067262,protein_coding
17849,Rplp0,ENSMUSG00000067274,protein_coding
9442,Capn6,ENSMUSG00000067276,protein_coding
54978,Ppp1r3c,ENSMUSG00000067279,protein_coding
16416,Gm16223,ENSMUSG00000067285,protein_coding
49746,Rps28,ENSMUSG00000067288,protein_coding
22001,Gm10203,ENSMUSG00000067292,protein_coding
54942,Ifit1bl2,ENSMUSG00000067297,protein_coding
1056,Crygd,ENSMUSG00000067299,protein_coding
933,Bmpr2,ENSMUSG00000067336,protein_coding
21924,Tuba3b,ENSMUSG00000067338,protein_coding
49804,H2-Eb2,ENSMUSG00000067341,protein_coding
9256,Pramel3,ENSMUSG00000067360,protein_coding
16377,Tmem128,ENSMUSG00000067365,protein_coding
16376,Lyar,ENSMUSG00000067367,protein_coding
9220,Trmt2b,ENSMUSG00000067369,protein_coding
49763,B3galt4,ENSMUSG00000067370,protein_coding
9210,Tspan6,ENSMUSG00000067377,protein_coding
36372,Trim43c,ENSMUSG00000067399,protein_coding
49720,Zfp563,ENSMUSG00000067424,protein_coding
49718,Zfp763,ENSMUSG00000067430,protein_coding
16318,Hmx1,ENSMUSG00000067438,protein_coding
9062,H2afb1,ENSMUSG00000067441,protein_coding
40692,Hist1h4j,ENSMUSG00000067455,protein_coding
54557,Olfr1436,ENSMUSG00000067513,protein_coding
54551,Olfr262,ENSMUSG00000067519,protein_coding
54546,Olfr76,ENSMUSG00000067522,protein_coding
54545,Olfr1428,ENSMUSG00000067524,protein_coding
54544,Olfr1427,ENSMUSG00000067525,protein_coding
54542,Olfr1425,ENSMUSG00000067526,protein_coding
54541,Olfr1424,ENSMUSG00000067528,protein_coding
54539,Olfr1423,ENSMUSG00000067529,protein_coding
21666,A630073D07Rik,ENSMUSG00000067541,protein_coding
21649,Prb1,ENSMUSG00000067543,protein_coding
54528,Olfr1419,ENSMUSG00000067545,protein_coding
8824,Dmrtc1c2,ENSMUSG00000067561,protein_coding
8820,Dmrtc1c1,ENSMUSG00000067562,protein_coding
8807,Hdac8,ENSMUSG00000067567,protein_coding
54482,Ms4a15,ENSMUSG00000067571,protein_coding
6993,Cbln4,ENSMUSG00000067578,protein_coding
41454,S1pr3,ENSMUSG00000067586,protein_coding
21591,Klra3,ENSMUSG00000067591,protein_coding
47044,Krt77,ENSMUSG00000067594,protein_coding
8746,Dgat2l6,ENSMUSG00000067597,protein_coding
21587,Klra7,ENSMUSG00000067599,protein_coding
578,Nms,ENSMUSG00000067604,protein_coding
21565,Klri1,ENSMUSG00000067610,protein_coding
47014,Krt83,ENSMUSG00000067613,protein_coding
47012,Krt86,ENSMUSG00000067614,protein_coding
47011,Krt81,ENSMUSG00000067615,protein_coding
23842,Klk11,ENSMUSG00000067616,protein_coding
29519,Gm10217,ENSMUSG00000067627,protein_coding
49450,Syngap1,ENSMUSG00000067629,protein_coding
16135,Adgrf3,ENSMUSG00000067642,protein_coding
8631,Mageb18,ENSMUSG00000067649,protein_coding
517,Ankrd23,ENSMUSG00000067653,protein_coding
54352,Slc22a27,ENSMUSG00000067656,protein_coding
8493,Obp1b,ENSMUSG00000067679,protein_coding
8491,Obp1a,ENSMUSG00000067684,protein_coding
16073,Gm10220,ENSMUSG00000067698,protein_coding
16067,Gm5862,ENSMUSG00000067700,protein_coding
21404,Tuba3a,ENSMUSG00000067702,protein_coding
6832,Wfdc13,ENSMUSG00000067704,protein_coding
46881,Prkag1,ENSMUSG00000067713,protein_coding
21383,Lpar5,ENSMUSG00000067714,protein_coding
49338,BC003965,ENSMUSG00000067722,protein_coding
16017,Gbx1,ENSMUSG00000067724,protein_coding
285,Khdc1a,ENSMUSG00000067750,protein_coding
8326,Xlr5c,ENSMUSG00000067764,protein_coding
21294,Clec4b2,ENSMUSG00000067767,protein_coding
8322,Xlr4b,ENSMUSG00000067768,protein_coding
8317,Gm14685,ENSMUSG00000067771,protein_coding
241,Defb41,ENSMUSG00000067773,protein_coding
227,Pi15,ENSMUSG00000067780,protein_coding
6673,Nnat,ENSMUSG00000067786,protein_coding
6672,Blcap,ENSMUSG00000067787,protein_coding
200,4930444P10Rik,ENSMUSG00000067795,protein_coding
171,Xkr9,ENSMUSG00000067813,protein_coding
6642,Myl9,ENSMUSG00000067818,protein_coding
21230,Pex26,ENSMUSG00000067825,protein_coding
6617,Romo1,ENSMUSG00000067847,protein_coding
15809,4933402N22Rik,ENSMUSG00000067848,protein_coding
